,exp_name,training_time_seconds,training_parameters,validation_accuracy
10,default_exp,79.51019048690796,"{'few_shot_size': 200, 'seed': 6657, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 200 FT'}",0.5894495412844036
11,default_exp,72.4722170829773,"{'few_shot_size': 200, 'seed': 2025, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 200 FT'}",0.6169724770642202
12,default_exp,109.87672424316406,"{'few_shot_size': 500, 'seed': 42, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 500 FT'}",0.7121559633027523
13,default_exp,105.59727501869202,"{'few_shot_size': 500, 'seed': 6657, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 500 FT'}",0.7098623853211009
14,default_exp,106.11968684196472,"{'few_shot_size': 500, 'seed': 2025, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 500 FT'}",0.7178899082568807
15,default_exp,162.90316724777222,"{'few_shot_size': 1000, 'seed': 42, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 1000 FT'}",0.8428899082568807
16,default_exp,191.9150779247284,"{'few_shot_size': 1000, 'seed': 6657, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 1000 FT'}",0.8474770642201835
17,default_exp,185.4914219379425,"{'few_shot_size': 1000, 'seed': 2025, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 1000 FT'}",0.856651376146789
18,default_exp,271.7087736129761,"{'few_shot_size': 2000, 'seed': 42, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 2000 FT'}",0.8704128440366973
19,default_exp,277.5266692638397,"{'few_shot_size': 2000, 'seed': 6657, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 2000 FT'}",0.8704128440366973
20,default_exp,276.5459072589874,"{'few_shot_size': 2000, 'seed': 2025, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 2000 FT'}",0.8795871559633027
21,default_exp,621.0989966392517,"{'few_shot_size': 5000, 'seed': 42, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 5000 FT'}",0.8910550458715596
22,default_exp,625.0199782848358,"{'few_shot_size': 5000, 'seed': 6657, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 5000 FT'}",0.9059633027522935
23,default_exp,609.7009143829346,"{'few_shot_size': 5000, 'seed': 2025, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 5000 FT'}",0.8910550458715596
24,default_exp,1193.458729982376,"{'few_shot_size': 10000, 'seed': 42, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 10000 FT'}",0.9025229357798165
25,default_exp,1278.1081199645996,"{'few_shot_size': 10000, 'seed': 6657, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 10000 FT'}",0.9162844036697247
26,default_exp,1220.0199937820435,"{'few_shot_size': 10000, 'seed': 2025, 'epochs': 5, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 10000 FT'}",0.9059633027522935
27,default_exp,3172.597395658493,"{'few_shot_size': 67349, 'seed': 42, 'epochs': 2, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 67349 FT'}",0.9185779816513762
28,default_exp,3148.051246881485,"{'few_shot_size': 67349, 'seed': 6657, 'epochs': 2, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 67349 FT'}",0.9220183486238532
29,default_exp,3191.3720936775208,"{'few_shot_size': 67349, 'seed': 2025, 'epochs': 2, 'learning_rate': 3e-05, 'per_device_train_batch_size': 32, 'per_device_eval_batch_size': 16, 'weight_decay': 0.01, 'max_length': 128, 'model_name': 'gpt2', 'num_labels': 2, 'name': 'Few_shot 67349 FT'}",0.9220183486238532
